"","mod","x","y","angle","height","period","wind"
"103","mod102",-119.667,34.16667,231.964869181315,0.592367132504781,12.2231899897257,2.54291518529256
"104","mod103",-119.667,34.16667,231.964869181315,0.592367132504781,12.2231899897257,2.54291518529256
"105","mod104",-119.667,34.16667,231.964869181315,0.592367132504781,12.2231899897257,2.54291518529256
"106","mod105",-119.667,34.16667,231.964869181315,0.592367132504781,12.2231899897257,2.54291518529256
"107","mod106",-119.667,34.16667,231.964869181315,0.592367132504781,12.2231899897257,2.54291518529256
"108","mod107",-119.667,34.16667,231.964869181315,0.592367132504781,12.2231899897257,2.54291518529256
"109","mod108",-119.667,34.16667,231.964869181315,0.592367132504781,12.2231899897257,2.54291518529256
"110","mod109",-119.667,34.16667,231.964869181315,0.592367132504781,12.2231899897257,2.54291518529256
"111","mod110",-119.667,34.16667,231.964869181315,0.592367132504781,12.2231899897257,2.54291518529256
"112","mod111",-119.667,34.16667,231.964869181315,0.592367132504781,12.2231899897257,2.54291518529256
"113","mod112",-119.667,34.16667,231.964869181315,0.592367132504781,12.2231899897257,2.54291518529256
"114","mod113",-119.667,34.16667,231.964869181315,0.592367132504781,12.2231899897257,2.54291518529256
"115","mod114",-119.667,34.16667,231.964869181315,0.592367132504781,12.2231899897257,2.54291518529256
"116","mod115",-119.667,34.16667,231.964869181315,0.592367132504781,12.2231899897257,2.54291518529256
"117","mod116",-119.667,34.16667,231.964869181315,0.592367132504781,12.2231899897257,2.54291518529256
"118","mod117",-119.667,34.16667,231.964869181315,0.592367132504781,12.2231899897257,2.54291518529256
"119","mod118",-119.667,34.16667,231.964869181315,0.592367132504781,12.2231899897257,2.54291518529256
"120","mod119",-119.667,34.16667,231.964869181315,0.592367132504781,12.2231899897257,2.54291518529256
