"","mod","x","y","angle","height","period","wind"
"1","mod000",-120.5,34.16667,212.96354675293,1.16217180093129,15.5492887496948,7.67932987213135
"2","mod001",-120.5,34.16667,212.96354675293,1.16217180093129,15.5492887496948,7.67932987213135
"3","mod002",-120.5,34.16667,212.96354675293,1.16217180093129,15.5492887496948,7.67932987213135
"4","mod003",-120.5,34.16667,212.96354675293,1.16217180093129,15.5492887496948,7.67932987213135
"5","mod004",-120.5,34.16667,212.96354675293,1.16217180093129,15.5492887496948,7.67932987213135
"6","mod005",-120.5,34.16667,212.96354675293,1.16217180093129,15.5492887496948,7.67932987213135
"7","mod006",-120.5,34.16667,212.96354675293,1.16217180093129,15.5492887496948,7.67932987213135
"8","mod007",-120.5,34.16667,212.96354675293,1.16217180093129,15.5492887496948,7.67932987213135
"9","mod008",-120.5,34.16667,212.96354675293,1.16217180093129,15.5492887496948,7.67932987213135
"10","mod009",-120.5,34.16667,212.96354675293,1.16217180093129,15.5492887496948,7.67932987213135
"11","mod010",-120.5,34.16667,212.96354675293,1.16217180093129,15.5492887496948,7.67932987213135
"12","mod011",-120.5,34.16667,212.96354675293,1.16217180093129,15.5492887496948,7.67932987213135
"13","mod012",-120.5,34.16667,212.96354675293,1.16217180093129,15.5492887496948,7.67932987213135
"14","mod013",-120.5,34.16667,212.96354675293,1.16217180093129,15.5492887496948,7.67932987213135
"15","mod014",-120.5,34.16667,212.96354675293,1.16217180093129,15.5492887496948,7.67932987213135
"16","mod015",-120.5,34.16667,212.96354675293,1.16217180093129,15.5492887496948,7.67932987213135
"17","mod016",-120.5,34.16667,212.96354675293,1.16217180093129,15.5492887496948,7.67932987213135
"18","mod017",-120.5,34.16667,212.96354675293,1.16217180093129,15.5492887496948,7.67932987213135
"19","mod018",-120.5,34.16667,212.96354675293,1.16217180093129,15.5492887496948,7.67932987213135
"20","mod019",-120.5,34.16667,212.96354675293,1.16217180093129,15.5492887496948,7.67932987213135
"21","mod020",-120.5,34.16667,212.96354675293,1.16217180093129,15.5492887496948,7.67932987213135
"22","mod021",-120.5,34.16667,212.96354675293,1.16217180093129,15.5492887496948,7.67932987213135
"23","mod022",-120.5,34.16667,212.96354675293,1.16217180093129,15.5492887496948,7.67932987213135
"24","mod023",-120.5,34.16667,212.96354675293,1.16217180093129,15.5492887496948,7.67932987213135
"25","mod024",-120.5,34.16667,212.96354675293,1.16217180093129,15.5492887496948,7.67932987213135
"26","mod025",-120.5,34.16667,212.96354675293,1.16217180093129,15.5492887496948,7.67932987213135
"27","mod026",-120.5,34.16667,212.96354675293,1.16217180093129,15.5492887496948,7.67932987213135
"28","mod027",-120.5,34.16667,212.96354675293,1.16217180093129,15.5492887496948,7.67932987213135
"29","mod028",-120.5,34.16667,212.96354675293,1.16217180093129,15.5492887496948,7.67932987213135
"30","mod029",-120.5,34.16667,212.96354675293,1.16217180093129,15.5492887496948,7.67932987213135
"31","mod030",-120.5,34.16667,212.96354675293,1.16217180093129,15.5492887496948,7.67932987213135
"32","mod031",-120.5,34.16667,212.96354675293,1.16217180093129,15.5492887496948,7.67932987213135
"33","mod032",-120.5,34.16667,212.96354675293,1.16217180093129,15.5492887496948,7.67932987213135
"34","mod033",-120.5,34.16667,212.96354675293,1.16217180093129,15.5492887496948,7.67932987213135
"35","mod034",-120.5,34.16667,212.96354675293,1.16217180093129,15.5492887496948,7.67932987213135
"36","mod035",-120.5,34.16667,212.96354675293,1.16217180093129,15.5492887496948,7.67932987213135
"37","mod036",-120.5,34.16667,212.96354675293,1.16217180093129,15.5492887496948,7.67932987213135
"38","mod037",-120.5,34.16667,212.96354675293,1.16217180093129,15.5492887496948,7.67932987213135
"39","mod038",-120.5,34.16667,212.96354675293,1.16217180093129,15.5492887496948,7.67932987213135
"40","mod039",-120.5,34.16667,212.96354675293,1.16217180093129,15.5492887496948,7.67932987213135
"41","mod040",-120.5,34.16667,212.96354675293,1.16217180093129,15.5492887496948,7.67932987213135
"42","mod041",-120.5,34.16667,212.96354675293,1.16217180093129,15.5492887496948,7.67932987213135
"43","mod042",-120.5,34.16667,212.96354675293,1.16217180093129,15.5492887496948,7.67932987213135
"44","mod043",-120.5,34.16667,212.96354675293,1.16217180093129,15.5492887496948,7.67932987213135
"45","mod044",-120.5,34.16667,212.96354675293,1.16217180093129,15.5492887496948,7.67932987213135
"46","mod045",-120.5,34.16667,212.96354675293,1.16217180093129,15.5492887496948,7.67932987213135
"47","mod046",-120.5,34.16667,212.96354675293,1.16217180093129,15.5492887496948,7.67932987213135
"48","mod047",-120.5,34.16667,212.96354675293,1.16217180093129,15.5492887496948,7.67932987213135
"49","mod048",-120.5,34.16667,212.96354675293,1.16217180093129,15.5492887496948,7.67932987213135
"50","mod049",-120.5,34.16667,212.96354675293,1.16217180093129,15.5492887496948,7.67932987213135
"51","mod050",-120.5,34.16667,212.96354675293,1.16217180093129,15.5492887496948,7.67932987213135
"52","mod051",-120.5,34.16667,212.96354675293,1.16217180093129,15.5492887496948,7.67932987213135
"53","mod052",-120.5,34.16667,212.96354675293,1.16217180093129,15.5492887496948,7.67932987213135
"54","mod053",-120.5,34.16667,212.96354675293,1.16217180093129,15.5492887496948,7.67932987213135
"55","mod054",-120.5,34.16667,212.96354675293,1.16217180093129,15.5492887496948,7.67932987213135
"56","mod055",-120.5,34.16667,212.96354675293,1.16217180093129,15.5492887496948,7.67932987213135
"57","mod056",-120.5,34.16667,212.96354675293,1.16217180093129,15.5492887496948,7.67932987213135
"58","mod057",-120.5,34.16667,212.96354675293,1.16217180093129,15.5492887496948,7.67932987213135
"59","mod058",-120.5,34.16667,212.96354675293,1.16217180093129,15.5492887496948,7.67932987213135
"60","mod059",-120.5,34.16667,212.96354675293,1.16217180093129,15.5492887496948,7.67932987213135
"61","mod060",-120.5,34.16667,212.96354675293,1.16217180093129,15.5492887496948,7.67932987213135
"62","mod061",-120.5,34.16667,212.96354675293,1.16217180093129,15.5492887496948,7.67932987213135
"63","mod062",-120.5,34.16667,212.96354675293,1.16217180093129,15.5492887496948,7.67932987213135
"64","mod063",-120.5,34.16667,212.96354675293,1.16217180093129,15.5492887496948,7.67932987213135
"65","mod064",-120.5,34.16667,212.96354675293,1.16217180093129,15.5492887496948,7.67932987213135
"66","mod065",-120.5,34.16667,212.96354675293,1.16217180093129,15.5492887496948,7.67932987213135
"67","mod066",-120.5,34.16667,212.96354675293,1.16217180093129,15.5492887496948,7.67932987213135
"68","mod067",-120.5,34.16667,212.96354675293,1.16217180093129,15.5492887496948,7.67932987213135
"69","mod068",-120.5,34.16667,212.96354675293,1.16217180093129,15.5492887496948,7.67932987213135
"70","mod069",-120.5,34.16667,212.96354675293,1.16217180093129,15.5492887496948,7.67932987213135
"71","mod070",-120.5,34.16667,212.96354675293,1.16217180093129,15.5492887496948,7.67932987213135
"72","mod071",-120.5,34.16667,212.96354675293,1.16217180093129,15.5492887496948,7.67932987213135
"73","mod072",-120.5,34.16667,212.96354675293,1.16217180093129,15.5492887496948,7.67932987213135
"74","mod073",-120.5,34.16667,212.96354675293,1.16217180093129,15.5492887496948,7.67932987213135
"75","mod074",-120.5,34.16667,212.96354675293,1.16217180093129,15.5492887496948,7.67932987213135
"76","mod075",-120.5,34.16667,212.96354675293,1.16217180093129,15.5492887496948,7.67932987213135
"77","mod076",-120.5,34.16667,212.96354675293,1.16217180093129,15.5492887496948,7.67932987213135
"78","mod077",-120.5,34.16667,212.96354675293,1.16217180093129,15.5492887496948,7.67932987213135
"79","mod078",-120.5,34.16667,212.96354675293,1.16217180093129,15.5492887496948,7.67932987213135
"80","mod079",-120.5,34.16667,212.96354675293,1.16217180093129,15.5492887496948,7.67932987213135
"81","mod080",-120.5,34.16667,212.96354675293,1.16217180093129,15.5492887496948,7.67932987213135
"82","mod081",-120.5,34.16667,212.96354675293,1.16217180093129,15.5492887496948,7.67932987213135
"83","mod082",-120.5,34.16667,212.96354675293,1.16217180093129,15.5492887496948,7.67932987213135
"84","mod083",-120.5,34.16667,212.96354675293,1.16217180093129,15.5492887496948,7.67932987213135
"85","mod084",-120.5,34.16667,212.96354675293,1.16217180093129,15.5492887496948,7.67932987213135
"86","mod085",-120.5,34.16667,212.96354675293,1.16217180093129,15.5492887496948,7.67932987213135
"87","mod086",-120.5,34.16667,212.96354675293,1.16217180093129,15.5492887496948,7.67932987213135
"88","mod087",-120.5,34.16667,212.96354675293,1.16217180093129,15.5492887496948,7.67932987213135
"89","mod088",-120.5,34.16667,212.96354675293,1.16217180093129,15.5492887496948,7.67932987213135
"90","mod089",-120.5,34.16667,212.96354675293,1.16217180093129,15.5492887496948,7.67932987213135
"91","mod090",-120.5,34.16667,212.96354675293,1.16217180093129,15.5492887496948,7.67932987213135
"92","mod091",-120.5,34.16667,212.96354675293,1.16217180093129,15.5492887496948,7.67932987213135
"93","mod092",-120.5,34.16667,212.96354675293,1.16217180093129,15.5492887496948,7.67932987213135
"94","mod093",-120.5,34.16667,212.96354675293,1.16217180093129,15.5492887496948,7.67932987213135
"95","mod094",-120.5,34.16667,212.96354675293,1.16217180093129,15.5492887496948,7.67932987213135
"96","mod095",-120.5,34.16667,212.96354675293,1.16217180093129,15.5492887496948,7.67932987213135
"97","mod096",-120.5,34.16667,212.96354675293,1.16217180093129,15.5492887496948,7.67932987213135
"98","mod097",-120.5,34.16667,212.96354675293,1.16217180093129,15.5492887496948,7.67932987213135
"99","mod098",-120.5,34.16667,212.96354675293,1.16217180093129,15.5492887496948,7.67932987213135
"100","mod099",-120.5,34.16667,212.96354675293,1.16217180093129,15.5492887496948,7.67932987213135
